query_id,scenario_id,exec_stress,bw_stress,rtt_stress,rho_Shot_Detection,rho_Video_Split_and_Sample,rho_Video_Caption,rho_OCR,rho_Label_Detection,rho_Speech_Transcription,rho_Database,rho_Q_A
workflow1_Q1_q0000,workflow1_Q1_q0000_s000,0.8698817400237532,0.7644417737731463,0.8461305752443953,1.0,0.005271236386838877,0.0003368560392592732,0.0025349968622010335,0.006452573503312378,0.0023465593232717746,0.16291095560902377,0.10795012769246717
workflow1_Q1_q0000,workflow1_Q1_q0000_s001,0.8309225720609129,0.940758978511668,0.9295746675750545,1.0,0.006275141427316473,0.001157430680121246,0.0021757192369093034,0.004600102611153613,0.0016933742047088535,0.07668484616707714,0.0678075042579604
workflow1_Q1_q0000,workflow1_Q1_q0000_s002,1.078267517188495,1.050851621682962,0.8512210442191148,1.0,0.007071877123743796,0.001206174920215416,0.002653554705735637,0.015638819569734338,0.0017214104894126773,0.29718570007704204,0.04488778460110679
workflow1_Q1_q0000,workflow1_Q1_q0000_s003,1.1020633025811484,1.0798895092868257,1.1707077565955972,1.0,0.005519723818881599,0.0006921051308406715,0.001417962499878724,0.012708696242767046,0.0024194278411232735,0.09207635015792728,0.07830518352951164
workflow1_Q1_q0000,workflow1_Q1_q0000_s004,1.1880793163658345,0.8924293280164456,0.9382923223050531,1.0,0.006637025197229509,0.002654422640484776,0.001761531546560305,0.012984412603038406,0.0019970351222463505,0.19538534040420993,0.04747297722519251
workflow1_Q1_q0000,workflow1_Q1_q0000_s005,1.328877679731399,0.8544534174072228,1.1307159527694977,1.0,0.007139654271628953,0.0012336807923481483,0.0021877456203387526,0.018614333220013688,0.002397469206021546,0.11238684275122422,0.08211327132149561
workflow1_Q1_q0000,workflow1_Q1_q0000_s006,1.2052842673251698,0.7027712793059965,0.8154167997293743,1.0,0.007889093263018654,0.0010084935526541792,0.0018578133680933915,0.014789361371862111,0.0014697293802178875,0.0518129578883919,0.10891207367532826
workflow1_Q1_q0000,workflow1_Q1_q0000_s007,0.8038311761842393,1.1719898274961595,0.9322864266984422,1.0,0.006647617340034012,0.0031957222834870813,0.0022917798594253814,0.00744798082140887,0.001857340440007529,0.11134961184400691,0.015432540962394046
workflow1_Q1_q0000,workflow1_Q1_q0000_s008,1.1755415466265755,1.2792495720890413,1.1854319648888614,1.0,0.006219960300984109,0.00034595493025551887,0.0015981912755818359,0.00689005190229023,0.0014869578756904489,0.17933095955652878,0.105899854141237
workflow1_Q1_q0000,workflow1_Q1_q0000_s009,1.195074876251425,1.2892865777907068,1.0428845721976288,1.0,0.007577175581840431,0.00011066578537150043,0.0018099823528708778,0.003015340563338268,0.0021973563858571073,0.09752928568134597,0.08382601897829184
