multiplier,workflow,quality,setting,has_result,path,cost,svr,svr_pct,status,base_cost,base_svr_pct,cost_delta_pct,svr_delta_pp
1.2,workflow1,Q1,workflow1_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow1_Q1\decomposition\selected_plan.json,1.6868229267271653,0.0,0.0,OPTIMAL,1.6868229267271648,6.22,2.6326960750509875e-14,-6.22
1.2,workflow1,Q2,workflow1_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow1_Q2\decomposition\selected_plan.json,6.064170353822108,0.0,0.0,OPTIMAL,6.06417035382211,0.8460000000000001,-2.929266059091913e-14,-0.8460000000000001
1.2,workflow1,Q3,workflow1_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow1_Q3\decomposition\selected_plan.json,17.29121930944016,0.0,0.0,OPTIMAL,17.807902731011264,4.334,-2.9014276940727903,-4.334
1.2,workflow2,Q1,workflow2_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow2_Q1\decomposition\selected_plan.json,3.3964724341362076,0.0,0.0,OPTIMAL,3.3967006623159977,2.92,-0.006719113707077567,-2.92
1.2,workflow2,Q2,workflow2_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow2_Q2\decomposition\selected_plan.json,8.394192738151174,0.0,0.0,OPTIMAL,8.394268972562678,0.8059999999999999,-0.0009081721321139983,-0.8059999999999999
1.2,workflow2,Q3,workflow2_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p2\workflow2_Q3\decomposition\selected_plan.json,20.832585382982696,0.0,0.0,OPTIMAL,21.289251977191018,4.218,-2.1450570207801927,-4.218
1.3,workflow1,Q1,workflow1_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow1_Q1\decomposition\selected_plan.json,1.6868229267271653,0.0,0.0,OPTIMAL,1.6868229267271648,6.22,2.6326960750509875e-14,-6.22
1.3,workflow1,Q2,workflow1_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow1_Q2\decomposition\selected_plan.json,6.064170353822108,0.0,0.0,OPTIMAL,6.06417035382211,0.8460000000000001,-2.929266059091913e-14,-0.8460000000000001
1.3,workflow1,Q3,workflow1_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow1_Q3\decomposition\selected_plan.json,17.29121930944016,0.0,0.0,OPTIMAL,17.807902731011264,4.334,-2.9014276940727903,-4.334
1.3,workflow2,Q1,workflow2_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow2_Q1\decomposition\selected_plan.json,3.3964724341362076,0.0,0.0,OPTIMAL,3.3967006623159977,2.92,-0.006719113707077567,-2.92
1.3,workflow2,Q2,workflow2_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow2_Q2\decomposition\selected_plan.json,8.394192738151174,0.0,0.0,OPTIMAL,8.394268972562678,0.8059999999999999,-0.0009081721321139983,-0.8059999999999999
1.3,workflow2,Q3,workflow2_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p3\workflow2_Q3\decomposition\selected_plan.json,20.8325853678593,0.0,0.0,OPTIMAL,21.289251977191018,4.218,-2.1450570918179053,-4.218
1.4,workflow1,Q1,workflow1_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow1_Q1\decomposition\selected_plan.json,1.6868229267271653,0.0,0.0,OPTIMAL,1.6868229267271648,6.22,2.6326960750509875e-14,-6.22
1.4,workflow1,Q2,workflow1_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow1_Q2\decomposition\selected_plan.json,6.064170353822108,0.0,0.0,OPTIMAL,6.06417035382211,0.8460000000000001,-2.929266059091913e-14,-0.8460000000000001
1.4,workflow1,Q3,workflow1_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow1_Q3\decomposition\selected_plan.json,17.29121930944016,0.0,0.0,OPTIMAL,17.807902731011264,4.334,-2.9014276940727903,-4.334
1.4,workflow2,Q1,workflow2_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow2_Q1\decomposition\selected_plan.json,3.3964724341362076,0.0,0.0,OPTIMAL,3.3967006623159977,2.92,-0.006719113707077567,-2.92
1.4,workflow2,Q2,workflow2_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow2_Q2\decomposition\selected_plan.json,8.394192738151174,0.0,0.0,OPTIMAL,8.394268972562678,0.8059999999999999,-0.0009081721321139983,-0.8059999999999999
1.4,workflow2,Q3,workflow2_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p4\workflow2_Q3\decomposition\selected_plan.json,20.8325853678593,0.0,0.0,OPTIMAL,21.289251977191018,4.218,-2.1450570918179053,-4.218
1.5,workflow1,Q1,workflow1_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow1_Q1\decomposition\selected_plan.json,1.6868229267271653,0.0,0.0,OPTIMAL,1.6868229267271648,6.22,2.6326960750509875e-14,-6.22
1.5,workflow1,Q2,workflow1_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow1_Q2\decomposition\selected_plan.json,6.064170353822108,0.0,0.0,OPTIMAL,6.06417035382211,0.8460000000000001,-2.929266059091913e-14,-0.8460000000000001
1.5,workflow1,Q3,workflow1_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow1_Q3\decomposition\selected_plan.json,17.29121930944016,0.0,0.0,OPTIMAL,17.807902731011264,4.334,-2.9014276940727903,-4.334
1.5,workflow2,Q1,workflow2_Q1,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow2_Q1\decomposition\selected_plan.json,3.3964724341362076,0.0,0.0,OPTIMAL,3.3967006623159977,2.92,-0.006719113707077567,-2.92
1.5,workflow2,Q2,workflow2_Q2,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow2_Q2\decomposition\selected_plan.json,8.394192738151174,0.0,0.0,OPTIMAL,8.394268972562678,0.8059999999999999,-0.0009081721321139983,-0.8059999999999999
1.5,workflow2,Q3,workflow2_Q3,True,D:\Document\proj\SkyBridge\src\sim\results\sensitivity_sla_multiplier_minp95_current_qbr030\sla_1p5\workflow2_Q3\decomposition\selected_plan.json,20.8325853678593,0.0,0.0,OPTIMAL,21.289251977191018,4.218,-2.1450570918179053,-4.218
